_Imputation_,ID,CONFIDENCE1,CONFIDENCE2,CONFIDENCE3,CONFIDENCE4,CONFIDENCE5,CONFIDENCE6,CONFIDENCE7,CONFIDENCE8,GENDER,logC1,logC2,logC3,logC4,logC5,logC6,logC7,logC8
12,135,1,0,0,1,2,2,10,0,1,0.0099503309,-4.615120517,-4.615120517,0.0099503309,0.6981849746,0.6981849746,2.3036833907,-4.615120517
12,968,1,2,,,,,,,0,0.0099503309,0.6981849746,1.7305013722,0.0377841448,0.5297829418,-0.159644804,3.1552833646,1.6011472506
12,15,2,30,20,,,80,,,0,0.6981849746,3.4016667551,2.9963493671,3.8655004043,1.296737029,4.3826216957,3.0343885888,2.9997941383
12,312,2,20,15,35,1,1,2,20,0,0.6981849746,2.9963493671,2.7088250946,3.5557808682,0.0099503309,0.0099503309,0.6981849746,2.9963493671
12,899,2,20,6,12,2,,,,0,0.6981849746,2.9963493671,1.7935123181,2.4858425413,0.6981849746,0.3732204487,2.6272080688,-1.141692275
12,1643,2,,2,2,0,20,5,,0,0.6981849746,1.431465557,0.6981849746,0.6981849746,-4.615120517,2.9963493671,1.6115190786,1.8265815778
12,129,3,,,,,,,,0,1.1020078777,5.3901019245,4.8252270141,4.7402183957,2.9547680584,2.2313802947,5.6320007562,3.7208391865
12,468,4,50,50,50,20,20,50,30,1,1.3888683651,3.9124150854,3.9124150854,3.9124150854,2.9963493671,2.9963493671,3.9124150854,3.4016667551
12,120,5,,,,5,50,,5,0,1.6115190786,2.2220358551,6.1068886832,3.989298192,1.6115190786,3.9124150854,4.0769978117,1.6115190786
12,340,5,5,75,20,10,20,10,25,1,1.6115190786,1.6115190786,4.3180008026,2.9963493671,2.3036833907,2.9963493671,2.3036833907,3.2194020022
12,499,5,0,10,20,,,30,,0,1.6115190786,-4.615120517,2.3036833907,2.9963493671,-2.000075647,-0.796499846,3.4016667551,1.046331555
12,520,5,50,50,0,50,,40,,1,1.6115190786,3.9124150854,3.9124150854,-4.615120517,3.9124150854,3.0471853539,3.6892892062,1.544307332
12,670,5,,,,,0,,,0,1.6115190786,2.0258815736,0.393780726,1.4683513707,-2.188736421,-4.615120517,3.4056308309,0.5960591526
12,686,5,60,0,0,0,30,10,10,0,1.6115190786,4.0947509837,-4.615120517,-4.615120517,-4.615120517,3.4016667551,2.3036833907,2.3036833907
12,752,5,5,20,,,20,,,0,1.6115190786,1.6115190786,2.9963493671,1.2610926321,-2.238340189,2.9963493671,1.3323663459,0.7076041718
12,866,5,,,,,,,,0,1.6115190786,-3.491048555,-1.967718755,0.0747402474,-5.221069542,-0.031869544,5.3363003468,2.6236706716
12,1014,5,0,50,20,30,25,25,50,0,1.6115190786,-4.615120517,3.9124150854,2.9963493671,3.4016667551,3.2194020022,3.2194020022,3.9124150854
12,157,10,0,50,5,10,0,,,0,2.3036833907,-4.615120517,3.9124150854,1.6115190786,2.3036833907,-4.615120517,1.9467822147,-2.034784985
12,300,10,40,20,10,0,40,20,5,1,2.3036833907,3.6892892062,2.9963493671,2.3036833907,-4.615120517,3.6892892062,2.9963493671,1.6115190786
12,330,10,50,50,,,40,35,,0,2.3036833907,3.9124150854,3.9124150854,0.4448141866,1.4118727785,3.6892892062,3.5557808682,-0.761109111
12,427,10,5,2,,,,,,0,2.3036833907,1.6115190786,0.6981849746,-1.222054531,-1.73577795,1.7892565484,0.025979467,1.6892000169
12,435,10,0,,,,,,,1,2.3036833907,-4.615120517,0.1954022524,-0.173772922,0.4254514275,-2.502332792,2.1185090191,-0.422633384
12,466,10,10,3,,,,,,1,2.3036833907,2.3036833907,1.1020078777,1.507564369,-1.919107212,2.1495903108,1.0337211029,5.2491680271
12,477,10,75,10,50,0,10,30,,1,2.3036833907,4.3180008026,2.3036833907,3.9124150854,-4.615120517,2.3036833907,3.4016667551,5.8085568242
12,553,10,20,0,0,0,1,10,0,0,2.3036833907,2.9963493671,-4.615120517,-4.615120517,-4.615120517,0.0099503309,2.3036833907,-4.615120517
12,567,10,,0,,,,,,0,2.3036833907,-2.698892603,-4.615120517,-0.734458272,-11.17430884,-0.959776221,0.2529150855,-3.476229733
12,741,10,25,10,10,10,10,33,,1,2.3036833907,3.2194020022,2.3036833907,2.3036833907,2.3036833907,2.3036833907,3.496953095,1.4763804272
12,768,10,0,25,,,0,,,0,2.3036833907,-4.615120517,3.2194020022,0.0031407794,-2.386575945,-4.615120517,2.1310470229,-1.95501158
12,801,10,,,,22,55,,,1,2.3036833907,2.4324630481,0.7972703686,1.6402877571,3.0916176619,4.0077283641,3.894026608,3.1304033704
12,813,10,,,,,80,,,0,2.3036833907,3.2527031249,2.9723163293,-0.348064442,5.6498448317,4.3826216957,1.3262027054,0.9545322323
12,832,10,60,40,60,70,85,50,60,0,2.3036833907,4.0947509837,3.6892892062,4.0947509837,4.2489559654,4.4433862804,3.9124150854,4.0947509837
12,849,10,,,,,,,,0,2.3036833907,-1.068409807,-0.079625531,-1.754445157,-2.354405342,-4.214147654,0.4932607152,-3.97026359
12,932,10,,0,30,12,,,,0,2.3036833907,0.4761180107,-4.615120517,3.4016667551,2.4858425413,0.3183007887,2.1649513617,2.6373682389
12,1070,10,40,,50,,,,,0,2.3036833907,3.6892892062,7.1871331549,3.9124150854,5.4295291293,4.5468227151,6.1410865823,4.0943111551
12,1813,10,,10,,,55,,,1,2.3036833907,6.1704910103,2.3036833907,2.2262407839,3.577504075,4.0077283641,6.4529510936,3.0993004991
12,641,12,10,10,25,2,60,0,5,0,2.4858425413,2.3036833907,2.3036833907,3.2194020022,0.6981849746,4.0947509837,-4.615120517,1.6115190786
12,618,15,5,10,5,15,2,5,10,0,2.7088250946,1.6115190786,2.3036833907,1.6115190786,2.7088250946,0.6981849746,1.6115190786,2.3036833907
12,720,15,5,0,5,0,0,0,0,0,2.7088250946,1.6115190786,-4.615120517,1.6115190786,-4.615120517,-4.615120517,-4.615120517,-4.615120517
12,767,15,0,0,0,0,,,,0,2.7088250946,-4.615120517,-4.615120517,-4.615120517,-4.615120517,-4.63811969,-4.551802601,-3.420076755
12,784,15,60,50,,40,60,45,,1,2.7088250946,4.0947509837,3.9124150854,2.6043416239,3.6892892062,4.0947509837,3.8070592365,4.2256056001
12,1717,15,25,15,,10,,20,2,0,2.7088250946,3.2194020022,2.7088250946,2.7109185853,2.3036833907,1.6787209434,2.9963493671,0.6981849746
12,1799,15,,,,,,,,1,2.7088250946,3.0547072359,2.3476823675,3.0962994494,5.4814693338,3.5338427957,2.9443054686,6.6728332324
12,46,20,21,20,20,30,69,60,30,0,2.9963493671,3.0451174987,2.9963493671,2.9963493671,3.4016667551,4.2345593006,4.0947509837,3.4016667551
12,64,20,50,,,,10,,,0,2.9963493671,3.9124150854,6.258292051,2.2874648836,3.2391853128,2.3036833907,2.3518893954,2.206141272
12,232,20,,,,,,,,1,2.9963493671,6.5297786765,4.1076109589,5.3947935017,6.2059671821,8.2833747298,3.9518914913,7.0466910603
12,267,20,5,10,1,2,0,0,,0,2.9963493671,1.6115190786,2.3036833907,0.0099503309,0.6981849746,-4.615120517,-4.615120517,-4.389103481
12,332,20,2,5,20,,,,,0,2.9963493671,0.6981849746,1.6115190786,2.9963493671,4.4374124183,4.5823717068,2.3412796079,1.1132823803
12,334,20,50,60,,,55,60,,0,2.9963493671,3.9124150854,4.0947509837,5.1289750055,-2.52024686,4.0077283641,4.0947509837,1.4665459659
12,347,20,0,,,,,,,0,2.9963493671,-4.615120517,-1.094585769,-2.737028486,-6.137456713,-1.846898021,1.4951370664,-0.115432458
12,370,20,,,,,,,,0,2.9963493671,1.0846112807,4.3611911472,-0.722380219,0.8063015772,3.2376437153,5.7651272309,2.9483546355
12,503,20,0,10,3,,0,,,0,2.9963493671,-4.615120517,2.3036833907,1.1020078777,1.0892508338,-4.615120517,1.2323613279,0.8273589071
12,531,20,40,,,,,,,0,2.9963493671,3.6892892062,3.8265700463,0.5989514794,2.3655342004,2.1598554987,3.7221293713,0.0494409307
12,561,20,15,0,2,0,40,50,60,1,2.9963493671,2.7088250946,-4.615120517,0.6981849746,-4.615120517,3.6892892062,3.9124150854,4.0947509837
12,696,20,50,80,20,20,20,60,40,0,2.9963493671,3.9124150854,4.3826216957,2.9963493671,2.9963493671,2.9963493671,4.0947509837,3.6892892062
12,701,20,50,,,,,,,0,2.9963493671,3.9124150854,-1.182684344,1.5841455274,2.4821738008,2.702959501,2.5692584839,0.5730606947
12,706,20,,,,,10,,,0,2.9963493671,0.7391216972,1.0248467369,-1.932316688,-4.680136571,2.3036833907,2.0250786297,2.6398914711
12,714,20,25,,,50,40,,,1,2.9963493671,3.2194020022,2.665639939,5.6216791646,3.9124150854,3.6892892062,4.6263138839,2.6985896115
12,716,20,,50,70,,,,,0,2.9963493671,3.0449893349,3.9124150854,4.2489559654,2.4216579962,2.3878437522,5.0861822469,4.5339551143
12,888,20,,,,,,,,1,2.9963493671,-1.514715362,3.4455339142,4.6179719771,3.4538303213,0.1300474191,2.5574510479,-1.826899737
12,939,20,,15,20,20,50,55,25,1,2.9963493671,3.9218828591,2.7088250946,2.9963493671,2.9963493671,3.9124150854,4.0077283641,3.2194020022
12,955,20,20,30,10,5,10,5,5,0,2.9963493671,2.9963493671,3.4016667551,2.3036833907,1.6115190786,2.3036833907,1.6115190786,1.6115190786
12,964,20,10,50,0,0,0,60,10,0,2.9963493671,2.3036833907,3.9124150854,-4.615120517,-4.615120517,-4.615120517,4.0947509837,2.3036833907
12,966,20,25,50,,,,,,0,2.9963493671,3.2194020022,3.9124150854,1.8396471274,4.2752993041,6.1281606668,2.4370550976,1.4908855648
12,977,20,,,,,75,60,,0,2.9963493671,2.5996636784,3.5156002606,4.8523568216,4.8774176335,4.3180008026,4.0947509837,2.3099193619
12,1010,20,0,50,0,90,50,0,0,0,2.9963493671,-4.615120517,3.9124150854,-4.615120517,4.5008192615,3.9124150854,-4.615120517,-4.615120517
12,1248,20,40,,,,,,,1,2.9963493671,3.6892892062,3.9294025704,4.1893271916,4.9608797304,3.9247307042,7.3763493796,2.9985901053
12,1549,20,40,,,,50,,,0,2.9963493671,3.6892892062,0.4248591165,0.9420904471,-0.205789077,3.9124150854,2.2094879803,2.6757262207
12,1699,20,0,0,,0,0,,,1,2.9963493671,-4.615120517,-4.615120517,1.4345940945,-4.615120517,-4.615120517,-1.363286534,-3.200062486
12,231,23,20,40,24,30,67,80,45,1,3.1360514742,2.9963493671,3.6892892062,3.1785948095,3.4016667551,4.2051315046,4.3826216957,3.8070592365
12,273,24,20,14,20,20,48,20,30,1,3.1785948095,2.9963493671,2.6398780108,2.9963493671,2.9963493671,3.8715940154,2.9963493671,3.4016667551
12,61,25,,,,,50,,,0,3.2194020022,1.5788148864,3.7892358381,1.2676623322,-1.325838679,3.9124150854,1.9044496437,2.4639541724
12,104,25,36,,,,,,,0,3.2194020022,3.5839461976,4.2227161452,-0.800539389,1.7793388033,2.0533601111,6.7366004486,3.7214847025
12,161,25,45,50,25,76,50,,,1,3.2194020022,3.8070592365,3.9124150854,3.2194020022,4.3312595176,3.9124150854,2.0431797084,-2.118940937
12,349,25,20,0,20,10,,5,,0,3.2194020022,2.9963493671,-4.615120517,2.9963493671,2.3036833907,2.1574324382,1.6115190786,1.83157246
12,358,25,15,,,,,,,0,3.2194020022,2.7088250946,1.2881537989,1.4691304304,-0.680042169,0.3492840607,2.6129352794,0.2403236598
12,513,25,0,50,10,75,50,70,25,0,3.2194020022,-4.615120517,3.9124150854,2.3036833907,4.3180008026,3.9124150854,4.2489559654,3.2194020022
12,543,25,25,,,,,,,0,3.2194020022,3.2194020022,3.211786886,2.2099263744,4.244019965,0.045821558,0.9995164999,1.0208787924
12,680,25,25,44,45,78,60,55,76,0,3.2194020022,3.2194020022,3.7845882785,3.8070592365,4.357266085,4.0947509837,4.0077283641,4.3312595176
12,690,25,,,,,,,,0,3.2194020022,1.1323643125,3.2269008737,4.5441955332,3.2425415593,2.8244811053,1.257195654,-0.998783461
12,771,25,20,25,50,25,25,,,0,3.2194020022,2.9963493671,3.2194020022,3.9124150854,3.2194020022,3.2194020022,3.6916098821,4.2707858605
12,791,25,50,50,80,45,,20,,0,3.2194020022,3.9124150854,3.9124150854,4.3826216957,3.8070592365,4.8244219202,2.9963493671,1.7974607464
12,891,25,25,40,23,45,68,75,50,0,3.2194020022,3.2194020022,3.6892892062,3.1360514742,3.8070592365,4.2199532387,4.3180008026,3.9124150854
12,1015,25,20,25,,,50,50,,0,3.2194020022,2.9963493671,3.2194020022,5.5080115117,1.5478319922,3.9124150854,3.9124150854,2.1416808777
12,1028,25,,0,,,,,,0,3.2194020022,-5.717153161,-4.615120517,-2.166894737,-2.412237126,-1.701101981,-0.747134932,-3.848387953
12,1138,25,75,,,,,78,,1,3.2194020022,4.3180008026,4.1845479059,-0.097290322,2.1112332753,-0.206546815,4.357266085,5.0108814611
12,1427,25,50,,100,75,,,,1,3.2194020022,3.9124150854,2.2376078685,4.6151205168,4.3180008026,4.8795003364,4.7572073383,6.3337153591
12,1589,25,50,70,65,55,75,80,50,1,3.2194020022,3.9124150854,4.2489559654,4.174814529,4.0077283641,4.3180008026,4.3826216957,3.9124150854
12,1716,25,30,,,,,,,1,3.2194020022,3.4016667551,3.3115982485,0.7213875201,1.6847205414,3.3448929757,3.2514755095,0.6629592832
12,14,30,0,10,0,40,0,,,0,3.4016667551,-4.615120517,2.3036833907,-4.615120517,3.6892892062,-4.615120517,-1.752020814,-3.666495797
12,177,30,25,,,,89,,,0,3.4016667551,3.2194020022,2.4412296027,4.7742753997,-0.360985923,4.4895722612,1.2888646738,1.5640671366
12,464,30,50,,,,30,30,,0,3.4016667551,3.9124150854,2.5305442969,2.8309885841,0.3323547442,3.4016667551,3.4016667551,-0.489081026
12,760,30,30,30,20,50,35,50,30,1,3.4016667551,3.4016667551,3.4016667551,2.9963493671,3.9124150854,3.5557808682,3.9124150854,3.4016667551
12,876,30,5,50,3,10,20,2,,0,3.4016667551,1.6115190786,3.9124150854,1.1020078777,2.3036833907,2.9963493671,0.6981849746,-2.091429575
12,880,30,,60,,,,20,,0,3.4016667551,-2.858429641,4.0947509837,-1.31599053,-0.431358459,3.0282616352,2.9963493671,-0.638251274
12,965,30,20,25,25,0,10,25,50,0,3.4016667551,2.9963493671,3.2194020022,3.2194020022,-4.615120517,2.3036833907,3.2194020022,3.9124150854
12,1035,30,50,40,30,10,,,,0,3.4016667551,3.9124150854,3.6892892062,3.4016667551,2.3036833907,5.7519290551,4.6211635536,2.185872609
12,1324,30,50,20,30,,20,70,,1,3.4016667551,3.9124150854,2.9963493671,3.4016667551,3.6852484567,2.9963493671,4.2489559654,3.4084467465
12,1520,30,50,30,5,,20,,,0,3.4016667551,3.9124150854,3.4016667551,1.6115190786,2.3973398914,2.9963493671,1.5882025105,1.1485082304
12,1654,30,,,,,30,,,1,3.4016667551,5.5640415867,2.7054884505,3.9458656286,5.4653174793,3.4016667551,2.6340111528,0.3902556846
12,1344,33,,,,,,,,0,3.496953095,3.237253824,2.0977532523,-0.469089567,2.8813015457,3.4196488484,1.4479844172,-2.11947983
12,1446,33,10,,50,30,,60,,1,3.496953095,2.3036833907,5.036468053,3.9124150854,3.4016667551,3.0158324396,4.0947509837,2.3936496007
12,117,35,45,35,20,10,4,5,,0,3.5557808682,3.8070592365,3.5557808682,2.9963493671,2.3036833907,1.3888683651,1.6115190786,3.84014395
12,426,35,20,,,,54,,,0,3.5557808682,2.9963493671,2.1777452599,-1.019646348,0.0908792718,3.98937798,2.4257176573,4.1009120755
12,795,35,,40,50,40,50,50,50,0,3.5557808682,2.1082751481,3.6892892062,3.9124150854,3.6892892062,3.9124150854,3.9124150854,3.9124150854
12,57,40,40,66,25,,25,25,25,1,3.6892892062,3.6892892062,4.1900875488,3.2194020022,8.3465803639,3.2194020022,3.2194020022,3.2194020022
12,121,40,,,,,,,,0,3.6892892062,-0.927240673,1.0368726216,-0.511978679,1.0308629877,-0.418294585,2.156096669,-0.439320849
12,219,40,60,60,70,30,30,90,25,0,3.6892892062,4.0947509837,4.0947509837,4.2489559654,3.4016667551,3.4016667551,4.5008192615,3.2194020022
12,317,40,40,40,40,35,,,,1,3.6892892062,3.6892892062,3.6892892062,3.6892892062,3.5557808682,2.5287876237,6.5146058432,1.2183887962
12,378,40,80,50,50,50,80,30,75,1,3.6892892062,4.3826216957,3.9124150854,3.9124150854,3.9124150854,4.3826216957,3.4016667551,4.3180008026
12,390,40,50,60,60,70,60,,,1,3.6892892062,3.9124150854,4.0947509837,4.0947509837,4.2489559654,4.0947509837,6.7923389978,2.5903391018
12,394,40,50,55,60,,35,,,0,3.6892892062,3.9124150854,4.0077283641,4.0947509837,5.810458144,3.5557808682,6.3200602417,3.2835003612
12,445,40,65,35,50,20,40,60,35,0,3.6892892062,4.174814529,3.5557808682,3.9124150854,2.9963493671,3.6892892062,4.0947509837,3.5557808682
12,469,40,,,,,70,,50,1,3.6892892062,0.6976938287,1.6893172848,10.152230323,-3.426315954,4.2489559654,4.3985284945,3.9124150854
12,569,40,20,50,55,70,63,70,80,1,3.6892892062,2.9963493671,3.9124150854,4.0077283641,4.2489559654,4.1435523501,4.2489559654,4.3826216957
12,600,40,,,,,,,,0,3.6892892062,4.6323388199,2.1392346058,4.2043687653,2.1411893044,2.7208547628,0.650760079,3.707242079
12,623,40,50,10,100,,,,,0,3.6892892062,3.9124150854,2.3036833907,4.6151205168,0.2067136877,3.8888959364,2.3989913601,3.4952262243
12,678,40,30,10,40,50,40,30,0,0,3.6892892062,3.4016667551,2.3036833907,3.6892892062,3.9124150854,3.6892892062,3.4016667551,-4.615120517
12,709,40,50,30,0,,,,,0,3.6892892062,3.9124150854,3.4016667551,-4.615120517,2.3016178767,2.9378168043,4.356109255,0.7974739392
12,822,40,25,50,45,0,50,50,50,0,3.6892892062,3.2194020022,3.9124150854,3.8070592365,-4.615120517,3.9124150854,3.9124150854,3.9124150854
12,842,40,40,40,40,,10,,,0,3.6892892062,3.6892892062,3.6892892062,3.6892892062,2.4553762598,2.3036833907,1.8295621948,3.1871892506
12,1120,40,50,,,,50,,50,0,3.6892892062,3.9124150854,6.2182761305,5.4911643889,3.5202319631,3.9124150854,3.5749206883,3.9124150854
12,1167,40,,,,,,,,0,3.6892892062,5.5730185774,3.3109544328,5.4469489284,2.1814635577,4.7680317253,2.6194902742,7.1789734901
12,1330,40,,40,25,20,50,30,0,0,3.6892892062,1.1129805485,3.6892892062,3.2194020022,2.9963493671,3.9124150854,3.4016667551,-4.615120517
12,1550,40,,,,,,65,75,1,3.6892892062,3.6309890134,2.605092378,2.5167544037,-4.834271462,3.782186594,4.174814529,4.3180008026
12,1796,40,40,30,65,40,,,30,1,3.6892892062,3.6892892062,3.4016667551,4.174814529,3.6892892062,3.5279162139,1.3104037433,3.4016667551
12,34,45,30,50,,,51,30,,1,3.8070592365,3.4016667551,3.9124150854,4.2476195827,5.4020392918,3.9322177127,3.4016667551,4.2810311801
12,35,45,25,40,25,25,50,50,,1,3.8070592365,3.2194020022,3.6892892062,3.2194020022,3.2194020022,3.9124150854,3.9124150854,0.8960681754
12,864,45,,,12,24,,,,0,3.8070592365,-0.59203194,1.4245804398,2.4858425413,3.1785948095,3.0591093276,2.7410722139,3.0711936214
12,1326,45,,44,,,,,,0,3.8070592365,5.6551721639,3.7845882785,1.1757529797,3.7959227266,4.2701429707,5.5372183283,4.7554143068
12,50,50,50,50,50,50,30,50,,0,3.9124150854,3.9124150854,3.9124150854,3.9124150854,3.9124150854,3.4016667551,3.9124150854,4.2043066097
12,62,50,33,55,45,45,50,10,33,0,3.9124150854,3.496953095,4.0077283641,3.8070592365,3.8070592365,3.9124150854,2.3036833907,3.496953095
12,101,50,0,5,60,30,,5,,0,3.9124150854,-4.615120517,1.6115190786,4.0947509837,3.4016667551,-2.669687582,1.6115190786,-1.390378109
12,108,50,,30,50,50,,25,30,0,3.9124150854,8.258167938,3.4016667551,3.9124150854,3.9124150854,3.6173321254,3.2194020022,3.4016667551
12,130,50,0,0,50,0,,0,0,1,3.9124150854,-4.615120517,-4.615120517,3.9124150854,-4.615120517,-3.593823635,-4.615120517,-4.615120517
12,229,50,20,45,20,20,10,35,,0,3.9124150854,2.9963493671,3.8070592365,2.9963493671,2.9963493671,2.3036833907,3.5557808682,0.3418566943
12,245,50,50,0,10,0,5,0,,0,3.9124150854,3.9124150854,-4.615120517,2.3036833907,-4.615120517,1.6115190786,-4.615120517,-0.637095748
12,280,50,95,50,,,,,,0,3.9124150854,4.5556297404,3.9124150854,4.2673072542,4.4535044554,1.1012033225,-0.435760605,2.4223461299
12,308,50,40,30,,,30,,,1,3.9124150854,3.6892892062,3.4016667551,4.1329390623,1.488709522,3.4016667551,0.9287672857,2.9228033906
12,319,50,20,60,,,100,60,,0,3.9124150854,2.9963493671,4.0947509837,0.5715925866,1.8805684697,4.6151205168,4.0947509837,4.8007786596
12,323,50,0,30,80,,,,,1,3.9124150854,-4.615120517,3.4016667551,4.3826216957,-0.318082151,-0.824020562,2.1892007653,1.209770729
12,324,50,40,80,50,40,90,80,50,0,3.9124150854,3.6892892062,4.3826216957,3.9124150854,3.6892892062,4.5008192615,4.3826216957,3.9124150854
12,337,50,,,,,,,,0,3.9124150854,4.997398341,3.4422006515,3.0739586997,1.938954478,2.9155048356,2.5238703086,3.5875383104
12,342,50,50,40,,60,60,70,25,0,3.9124150854,3.9124150854,3.6892892062,3.7607398034,4.0947509837,4.0947509837,4.2489559654,3.2194020022
12,346,50,50,,15,75,50,50,80,0,3.9124150854,3.9124150854,3.9545125544,2.7088250946,4.3180008026,3.9124150854,3.9124150854,4.3826216957
12,354,50,25,,,,,,,0,3.9124150854,3.2194020022,5.3735714103,5.3438395331,5.3350793323,4.1735867595,3.3899049888,4.4705198207
12,355,50,10,,,,36,,,0,3.9124150854,2.3036833907,5.1839817961,2.5396499175,3.6863141462,3.5839461976,0.6249199543,3.2594583725
12,364,50,10,,,,,,,0,3.9124150854,2.3036833907,5.4266821864,3.3446761873,4.9449290551,4.8904806055,4.7440212695,0.6966106753
12,382,50,65,60,60,65,40,60,60,1,3.9124150854,4.174814529,4.0947509837,4.0947509837,4.174814529,3.6892892062,4.0947509837,4.0947509837
12,393,50,25,40,1,0,40,40,0,0,3.9124150854,3.2194020022,3.6892892062,0.0099503309,-4.615120517,3.6892892062,3.6892892062,-4.615120517
12,401,50,60,50,,,,,,0,3.9124150854,4.0947509837,3.9124150854,3.9010021274,2.6365138638,5.0688719014,5.9218778222,2.4474305111
12,441,50,35,50,20,15,35,35,35,1,3.9124150854,3.5557808682,3.9124150854,2.9963493671,2.7088250946,3.5557808682,3.5557808682,3.5557808682
12,460,50,50,50,50,50,50,50,60,0,3.9124150854,3.9124150854,3.9124150854,3.9124150854,3.9124150854,3.9124150854,3.9124150854,4.0947509837
12,481,50,40,60,1,0,50,30,,0,3.9124150854,3.6892892062,4.0947509837,0.0099503309,-4.615120517,3.9124150854,3.4016667551,0.2300296318
12,492,50,50,50,,0,10,50,50,0,3.9124150854,3.9124150854,3.9124150854,4.1369813764,-4.615120517,2.3036833907,3.9124150854,3.9124150854
12,493,50,50,50,80,50,50,40,50,1,3.9124150854,3.9124150854,3.9124150854,4.3826216957,3.9124150854,3.9124150854,3.6892892062,3.9124150854
12,500,50,,,,,,,,0,3.9124150854,0.8017345882,3.1762572917,1.5822434169,0.2335913763,2.7882197706,4.1005221116,0.1288049542
12,525,50,50,,,,,,,0,3.9124150854,3.9124150854,4.5964063106,4.0041074147,5.3927813963,4.0997974332,2.6628596243,2.3355182562
12,529,50,40,30,,,,,,1,3.9124150854,3.6892892062,3.4016667551,4.8072592731,5.4667110427,5.6541134473,4.3237825411,4.2881379918
12,549,50,90,30,75,75,50,,,0,3.9124150854,4.5008192615,3.4016667551,4.3180008026,4.3180008026,3.9124150854,1.9484765843,4.3556307549
12,568,50,40,10,5,70,60,23,,1,3.9124150854,3.6892892062,2.3036833907,1.6115190786,4.2489559654,4.0947509837,3.1360514742,0.7861480047
12,605,50,50,,,,50,60,,0,3.9124150854,3.9124150854,2.3261808251,-0.523949009,-1.531981154,3.9124150854,4.0947509837,2.5187836983
12,654,50,60,,,,40,30,,0,3.9124150854,4.0947509837,6.2690437166,4.2286268509,0.3498080811,3.6892892062,3.4016667551,3.3846023315
12,665,50,,,,,50,25,,0,3.9124150854,2.100541819,1.0490961357,4.7242616195,4.7503851965,3.9124150854,3.2194020022,-0.42347656
12,681,50,50,50,50,20,,30,60,0,3.9124150854,3.9124150854,3.9124150854,3.9124150854,2.9963493671,3.9763937239,3.4016667551,4.0947509837
12,688,50,50,100,50,10,,50,,0,3.9124150854,3.9124150854,4.6151205168,3.9124150854,2.3036833907,5.9751375774,3.9124150854,2.4097752684
12,708,50,25,20,,0,,,0,0,3.9124150854,3.2194020022,2.9963493671,0.4450384836,-4.615120517,-0.841290418,3.1162274177,-4.615120517
12,733,50,15,20,50,35,50,40,30,0,3.9124150854,2.7088250946,2.9963493671,3.9124150854,3.5557808682,3.9124150854,3.6892892062,3.4016667551
12,737,50,40,40,50,50,20,40,10,0,3.9124150854,3.6892892062,3.6892892062,3.9124150854,3.9124150854,2.9963493671,3.6892892062,2.3036833907
12,742,50,,,,,50,,,1,3.9124150854,0.1163740356,5.6438031614,3.2413797072,3.5591901264,3.9124150854,3.1980418454,-0.03388093
12,744,50,70,50,60,50,50,50,,1,3.9124150854,4.2489559654,3.9124150854,4.0947509837,3.9124150854,3.9124150854,3.9124150854,5.6570886524
12,748,50,,,,,,,,0,3.9124150854,5.735338467,6.0387395002,2.397261544,3.960967448,3.8556028544,3.3993033882,3.4818153858
12,750,50,85,50,75,75,,50,,0,3.9124150854,4.4433862804,3.9124150854,4.3180008026,4.3180008026,1.5906233321,3.9124150854,2.7915636192
12,765,50,,80,65,80,75,80,,1,3.9124150854,2.1389154839,4.3826216957,4.174814529,4.3826216957,4.3180008026,4.3826216957,3.5590433362
12,788,50,50,,,,,,,1,3.9124150854,3.9124150854,1.4490657794,4.5372510762,4.0212632893,5.8315481351,-0.090161044,2.8117198236
12,815,50,40,50,50,60,60,60,,1,3.9124150854,3.6892892062,3.9124150854,3.9124150854,4.0947509837,4.0947509837,4.0947509837,3.0584460601
12,830,50,65,25,,,,75,,1,3.9124150854,4.174814529,3.2194020022,4.5387708415,1.8554941447,7.1217359863,4.3180008026,5.1901267486
12,835,50,,40,60,30,10,40,60,0,3.9124150854,2.1594783726,3.6892892062,4.0947509837,3.4016667551,2.3036833907,3.6892892062,4.0947509837
12,839,50,50,50,25,10,25,10,20,0,3.9124150854,3.9124150854,3.9124150854,3.2194020022,2.3036833907,3.2194020022,2.3036833907,2.9963493671
12,850,50,50,,,50,75,,,0,3.9124150854,3.9124150854,3.9194073661,5.269938579,3.9124150854,4.3180008026,5.5057961214,9.4805627585
12,851,50,50,50,50,50,50,50,50,0,3.9124150854,3.9124150854,3.9124150854,3.9124150854,3.9124150854,3.9124150854,3.9124150854,3.9124150854
12,855,50,,50,,,,,,0,3.9124150854,0.1787252572,3.9124150854,3.7442757633,6.9169296804,5.6423274786,4.0903877049,1.4907352566
12,856,50,,,,,0,,,0,3.9124150854,0.3708677039,-3.346510628,0.7186069652,-4.048186413,-4.615120517,1.5161772968,0.2906852545
12,897,50,,,,50,25,,,0,3.9124150854,1.277332496,3.3282969465,3.9037871767,3.9124150854,3.2194020022,6.4879275318,-0.321869085
12,923,50,75,50,50,70,75,40,75,1,3.9124150854,4.3180008026,3.9124150854,3.9124150854,4.2489559654,4.3180008026,3.6892892062,4.3180008026
12,936,50,80,20,,,50,,,1,3.9124150854,4.3826216957,2.9963493671,6.8550071445,3.1282835139,3.9124150854,1.4432913496,6.9698812505
