_Imputation_,ID,CONFIDENCE1,CONFIDENCE2,CONFIDENCE3,CONFIDENCE4,CONFIDENCE5,CONFIDENCE6,CONFIDENCE7,CONFIDENCE8,GENDER,logC1,logC2,logC3,logC4,logC5,logC6,logC7,logC8
5,848,,,,,,,,,0,2.810342689,2.5332259075,5.44865007,7.0429312416,3.1727136862,0.5510371102,4.3639671165,5.8329704129
5,853,,,,,,,,,1,5.2621446804,3.0000167473,9.5071986051,2.7284577584,-0.208250136,2.2842390775,4.691711736,0.4181093313
5,854,,,,,,,,,0,-4.25827589,-0.726061472,1.5256676089,-0.703896694,-4.205099179,-2.075086499,2.1866968286,1.4834824766
5,857,,,,,,,,,0,-0.338397375,-2.090257632,1.7600272991,1.8389964453,1.6741172126,-2.602923768,1.4278781143,-4.93230352
5,858,,,,,,,,,0,1.7307000035,0.5993877419,2.2904187035,-0.274183389,3.5014655057,-3.108223812,0.9003834752,-0.070970225
5,859,,,,,,,,,0,-1.876131561,1.0064915398,0.3457909289,-0.091551451,-1.668890224,-0.267429908,2.9691301685,2.7527937521
5,861,,,,,,,,,0,2.6220201404,6.2661081661,6.691491423,2.4465233586,6.8387787457,4.1342390338,8.5717569847,1.7558187897
5,867,,,,,,,,,0,0.3624365224,0.8639963143,6.9200055941,1.4332660371,3.9081857037,2.782354095,4.707422263,4.5430049744
5,868,,,,,,,,,0,-3.243184997,0.5098524173,-2.915761796,-0.530376111,2.6847053999,-1.988512348,0.4494246836,-2.088042115
5,870,,,,,,,,,0,2.300997434,1.2324226353,4.0833874346,2.0366915762,5.1580241485,3.6536909973,4.1513783085,-2.003563872
5,872,,,,,,,,,0,-1.105996239,-3.62942136,-4.498644181,-0.629690403,-2.297245087,-0.342242597,-3.135052739,1.5787133286
5,873,,,,,,,,,0,-0.883952291,-3.260452644,1.8828467694,0.1882565826,4.1946265416,-3.047732454,1.410762096,-2.934366935
5,874,,,,,,,,,1,0.9643211282,5.7337182722,3.002082668,6.4311262035,3.9805947489,6.022726667,4.2924524629,2.3193096882
5,878,,,,,,,,,0,3.8713437442,2.0763727251,1.6221522584,-0.709342441,0.3775153688,0.7988561162,1.928346346,-2.637360235
5,879,,0,,,,45,10,,0,1.1372176341,-4.615120517,5.2558014456,-2.285993994,4.1804927622,3.8070592365,2.3036833907,-3.959900218
5,884,,,,,,,,0,0,1.730799976,-1.738909615,2.1035685959,0.1425073366,-0.944861021,-2.312644186,-1.058340783,-4.615120517
5,886,,,,,,,,,0,1.3675636193,0.9499865409,-0.594237064,-1.928912307,-1.120621032,1.6121299356,0.7157717873,1.344293426
5,887,,,20,10,0,25,40,25,0,4.3954417268,0.9482243268,2.9963493671,2.3036833907,-4.615120517,3.2194020022,3.6892892062,3.2194020022
5,889,,,,,,0,,,0,-4.880499334,-4.648756594,-2.395934711,-2.136725003,-9.144632783,-4.615120517,-2.884804484,-1.392049125
5,890,,,,,,,,,0,5.4395610813,6.3738789043,5.4597518666,4.1764310505,0.3835043957,6.0619279696,5.8415679708,2.7234761366
5,892,,,,,,,,,0,-0.546378586,-0.965238429,-0.1894464,1.1492518709,2.2391124734,-1.646223085,0.3081469512,0.0357212716
5,895,,,,,,50,,,1,5.6110260593,6.9787160037,9.0849659497,8.1397288306,8.1466237947,3.9124150854,2.8598368692,4.2567481615
5,911,,,,,,,,,1,1.132541306,4.3901325334,1.6944933735,3.3308272633,2.5467717631,4.7025802136,3.408686576,0.7717039981
5,914,,,,,,,,,0,-4.824881206,-6.223882608,-3.648180284,-5.449540071,-7.754376272,-1.698792915,-0.004538751,-4.655902111
5,920,,,,,,,,,0,0.7916611859,2.0337593331,4.2320668881,-3.369765921,1.2780489697,4.4816520705,2.5494225936,0.0244783601
5,922,,,,,,,,,0,-2.11087198,-1.744856222,1.0163779559,-1.847845431,-3.833447687,-4.660466738,3.7689342268,-0.625342287
5,938,,,,,,,,,0,2.4864849299,5.0988198988,0.6824473949,1.2112651638,7.2121968034,6.9920140611,3.945010454,4.1984666739
5,945,,,,,,,,,0,3.5348851282,2.1608104923,3.1578200733,2.2450352605,2.5894301444,0.5609874152,2.1175561697,-0.406104227
5,947,,,,,,,,,0,-5.869598383,-1.97118799,-1.129545478,-4.298709097,-0.492187031,-1.601469986,-1.678867332,-0.946668548
5,953,,50,,,,,,,0,5.1875823728,3.9124150854,1.8625126869,3.9924701553,5.2491903799,4.9511232248,7.7812186403,6.0030747784
5,954,,,,,,,,,0,5.2766499882,3.6726807648,1.2112779782,0.9533636862,3.4784074837,3.0541317183,1.2535385103,-2.788119646
5,957,,1,,5,35,40,30,,1,0.0576446922,0.0099503309,1.5002615882,1.6115190786,3.5557808682,3.6892892062,3.4016667551,3.3666432439
5,958,,,,,,,,,0,5.2234190202,3.4795800412,0.6881929499,2.3557348961,2.7539854042,6.1204843356,4.7495927914,4.9122281223
5,960,,,,,,,,,1,3.6454320914,2.4783470815,2.7849556579,6.0650166516,3.3854014975,-1.700908383,0.7160469162,3.7261714701
5,973,,,,,,,,,0,-0.734941859,2.4639422712,-1.88697246,1.3825930788,-2.600665797,2.5462618341,-1.226461173,0.5301451906
5,974,,,,,,,,,0,-0.777740789,1.0262909808,-1.766315317,-0.359275566,1.6804537854,-2.259750326,-0.879716925,-2.983982009
5,975,,,,,,,,,1,-1.709844406,0.5198415544,1.1170952227,-1.793081331,-5.045385325,0.0439025346,2.0302062948,2.4118463249
5,979,,,,,,50,,,0,5.2476243021,5.7530987999,1.6987068148,1.0514188678,3.6886589815,3.9124150854,4.3387914518,-2.972486822
5,983,,,,,,,,,0,5.5974491319,1.1712783716,2.8856004756,4.3892979467,3.624818114,3.2560197748,4.8952475625,0.3275867351
5,989,,,,,,,,,1,3.3842350631,6.7957869859,2.8805031418,7.8419232277,3.5176608894,4.8597076612,3.0388184707,10.684849032
5,992,,,,,,,,,0,-0.554271333,-1.90890409,-0.517296324,-2.263743279,-5.187378981,-3.134200466,-2.915648275,-1.882970847
5,998,,,,,,,,,0,-1.130553721,-3.415346573,1.2818218713,1.1416508351,-0.139463544,-1.431771269,-0.132095101,1.377365886
5,1000,,,,,,,,,1,3.1575745747,3.3098084241,3.310822582,7.2933354479,6.3687896252,2.3064160324,3.4388611495,3.8816270986
5,1011,,,,,,,,,0,4.0806656125,4.7926688655,2.8058220396,3.4664722206,5.9049477585,3.4728533411,4.1242122845,-0.100827546
5,1012,,,,,,,,,1,6.8578970955,1.4672370062,4.8306339076,4.4057387459,0.2961268757,-0.055554935,2.5142804911,0.7727862205
5,1013,,98,60,,,,,,1,5.2808791921,4.5883630677,4.0947509837,5.6673256312,3.4440060716,2.2618156602,3.4551187341,-2.137950411
5,1016,,25,,0,20,10,50,,0,2.2483276742,3.2194020022,4.5575769453,-4.615120517,2.9963493671,2.3036833907,3.9124150854,-1.284261307
5,1037,,,,,,,,,1,2.3151065241,5.3853816908,6.7367783469,5.7516904926,3.2031387569,8.8282828567,8.1144740562,8.7389764801
5,1039,,0,,,,,,,0,-1.112850821,-4.615120517,2.6331180271,2.0161696677,0.7077602272,-2.817496924,-0.751353014,2.6023068149
5,1043,,30,10,10,25,10,10,1,0,4.5244263256,3.4016667551,2.3036833907,2.3036833907,3.2194020022,2.3036833907,2.3036833907,0.0099503309
5,1044,,,,,,,,,0,4.0423415376,7.1097232021,6.9305172256,6.231518318,6.4509131878,4.5206374929,4.5931421036,4.4609176286
5,1045,,,,,,,,,0,-2.143786151,-2.377994127,1.1256962829,1.6211093336,3.4086000647,2.2857435412,3.3860604368,1.3559812565
5,1046,,,,,,,,,0,0.1812516614,-2.657788395,0.9630955343,-1.492471977,0.3551855163,-3.535297557,-1.643040218,-2.733414933
5,1047,,,,,,,,,0,-2.966027016,-1.887715375,2.3830469412,-1.340034227,0.6003756998,-4.421121068,0.3367595358,-1.265087138
5,1048,,,,,,,,,0,1.2496055693,-1.199814167,2.3095896114,0.1222025487,1.2279071046,-0.777608124,2.7567989793,-3.628391832
5,1052,,,,,,,40,,1,6.4637456333,6.5200880151,1.5890652528,4.9944292446,2.1449853537,5.4561764991,3.6892892062,5.3500118652
5,1064,,,,,,,,,0,3.7071310875,2.8103681147,0.4590240069,3.6917886032,0.985406119,0.4043818545,1.173480025,2.162851518
5,1076,,,,,,,,,0,5.6532184278,4.5043551021,5.3892645048,6.9983784663,6.8951919837,2.8183167375,2.6814196476,5.0695294453
5,1077,,,,,,,,,0,0.6166608039,-2.55560354,-3.179825264,0.8748655596,-1.147681217,-1.016206609,-2.993662634,2.6660091587
5,1079,,,,,,,,,0,0.7726731736,-1.091903293,0.6179488675,3.0302749146,-3.309859575,-4.774531307,-1.341323391,-1.76155538
5,1090,,,,,,,40,,1,0.3416651849,3.6872984894,1.9132812408,1.872890354,-2.712755773,2.0809268165,3.6892892062,5.280020109
5,1111,,,,,,,,,0,4.8400138545,3.230444039,1.1155115724,-0.794706839,-0.799708541,3.204518845,-0.164994743,5.2907704559
5,1113,,,,,,,,,1,2.9400626373,3.5826869386,0.5835510536,2.3863696891,-3.763982713,1.7151405719,-0.169034045,1.1243829976
5,1114,,,,,,,,,1,1.9988936654,1.4481629126,4.977840045,2.8092790939,0.4833597581,2.4767388238,8.9749459948,3.1868187267
5,1129,,,,,,,,,0,-2.953388255,0.2783695246,0.1621416206,2.8784438004,-2.189432555,5.1724424841,-0.993377227,-3.819783492
5,1133,,65,55,75,65,75,60,,1,4.0843354774,4.174814529,4.0077283641,4.3180008026,4.174814529,4.3180008026,4.0947509837,5.0617455052
5,1148,,,,,,,,,1,1.903308179,1.8951235849,5.437990781,2.2666843717,3.1322373411,2.0692178725,1.8261251585,4.136417837
5,1149,,90,90,,,,,80,1,1.6366276404,4.5008192615,4.5008192615,2.6044609535,0.3418526919,5.0501196827,5.2534700154,4.3826216957
5,1153,,,,,,,,,0,3.4843442731,0.4095778902,-1.839858131,0.2337470593,-2.133756694,-0.501651313,0.2524022022,-1.858669493
5,1157,,,,,,,,,0,-0.825813491,-0.19344549,-0.321641936,1.9146600827,-0.260787828,-2.567932398,1.0544981095,0.0515516652
5,1160,,,,,,,,,0,7.0469891075,2.6011738468,7.2909374412,3.8914590967,-0.21169235,7.0521648782,3.9712775392,1.1025629586
5,1162,,,,,,,,,0,2.4036806793,6.3575995377,3.8100816396,4.8686004697,-3.347950864,3.2270289586,3.7801193828,7.3761947264
5,1165,,,,,,,,,1,-0.91362252,4.5493700207,-0.952175154,-0.316161031,-1.664922004,0.9036460488,0.3737092073,-4.169872033
5,1185,,,,,,,,,0,-4.106878726,1.0543879017,1.3702255243,-0.294799306,0.6773390923,-1.344662821,-0.31195526,-5.920756446
5,1189,,,,,,,,,1,3.1046779078,2.7697253352,3.4324678071,1.3144603329,-0.372464871,3.7863367701,3.3777898664,0.7006142941
5,1192,,,,,,,,,0,5.7853435583,7.1725303647,2.5971995307,4.545596108,3.2092540434,7.4927309188,3.1876506663,5.6057793094
5,1237,,50,50,,,,,50,0,6.5813016302,3.9124150854,3.9124150854,2.7490243859,6.2954439823,6.9010809185,1.9641537507,3.9124150854
5,1239,,,,,,,,,0,3.4210159205,5.3366824535,1.0750132972,0.9183614637,0.7639639021,3.7868366161,2.9891775337,1.7337729677
5,1255,,,,,,,,,0,2.7369493732,-1.838896987,2.2785155928,2.0930932873,1.6394231357,-1.591936728,1.0508686821,1.7482162802
5,1257,,,,,,,,,0,6.8403743701,4.5900608248,6.1842181431,5.7146217843,4.3733365072,3.0472327548,4.9344891727,3.8285327088
5,1262,,2,0,0,0,0,,0,0,-3.473560195,0.6981849746,-4.615120517,-4.615120517,-4.615120517,-4.615120517,-2.679939586,-4.615120517
5,1267,,,,,,,,,0,5.2319431823,5.2463337108,8.6242484391,4.2862461893,0.5465139848,6.3954425464,7.3073082306,3.423936331
5,1272,,,,,,,,,0,4.7571399335,5.3378404031,5.6794282351,4.5608134845,7.2934900336,6.9787338849,3.8642369129,3.7940964301
5,1278,,,,,,,,,0,0.8553963913,3.1584545609,3.8805732144,2.769981126,-0.854063933,3.0996259463,2.7472504038,3.63968777
5,1290,,,,,,,,,0,5.4537223468,1.8691930747,2.2190028096,2.8965028848,3.1167236686,3.7960077468,6.0167916888,2.7775753303
5,1298,,,,,,,,,0,2.199811169,7.2344968084,5.0915631291,2.9062394933,1.2816494458,5.3316249536,2.7500676814,5.1949077645
5,1303,,,,,,,,,0,-4.672232077,-3.427563216,0.2878725957,-6.183021781,-2.823306303,-3.046644145,-1.554842378,-3.478877096
5,1308,,,,,,,,,0,4.8346413059,4.3206362112,3.4430622289,4.5463585137,0.2939316614,0.5680670737,3.6035209905,1.7559969411
5,1310,,,,,,,,,0,2.0613831425,1.3415805633,4.0591182031,3.3626637406,6.443054232,4.6818968735,4.506815004,2.3742636121
5,1314,,,,,,25,25,,0,3.8676357865,3.1403986663,2.6362403221,5.8623863991,3.3871460816,3.2194020022,3.2194020022,2.3036549924
5,1317,,,,,,,,,0,-4.564707504,-0.735909596,3.8715244268,-1.286298377,-2.220821731,0.054489994,4.9887992108,0.2336609288
5,1340,,,,,,,,,0,-0.276668306,2.5166616437,-0.430212838,3.2526167445,0.5821741107,2.6483845314,-1.279960766,-1.594129324
5,1342,,,,,,,,,1,3.4440881423,4.0909944542,4.2709371455,3.4308830854,6.9578585596,4.1782216586,5.3858818359,4.1057166637
5,1346,,,,,,,,,1,0.1710350381,1.4609634215,4.92032423,0.4437932561,0.314475502,2.9902620636,4.2981452119,2.4638706844
5,1347,,,,,,,,,0,1.2085391504,0.830534635,1.1085791959,3.3582541252,0.6340089941,0.2491182119,-0.757905065,-2.645346274
5,1348,,,,,,,,,0,4.0249994078,0.6165516485,2.2016137228,-1.58592218,-2.768767853,0.0190832399,1.6963090846,-4.822452835
5,1350,,,,,,,,,0,0.9939555204,-0.835023446,1.1601177021,1.5039805315,4.5479840374,5.3124067665,1.5143153857,-0.435065924
5,1353,,,,,,,,,0,1.1940719123,1.3898544857,-0.177511319,2.1286430717,0.8648930769,4.1703145406,-0.005783301,4.8999565314
5,1354,,,,,,,,,0,5.5651661374,9.9871122033,5.4596842908,7.1097896742,4.0215811922,7.5153852853,6.3920962211,2.9992160311
5,1361,,,,,,,,,1,4.577115412,6.1171146801,0.915735332,4.9443574703,4.1509106338,5.4609436344,3.9837587555,7.841785776
5,1364,,,,,,,,,1,3.5399126788,4.1899572458,2.524425642,4.1412038116,3.923072274,8.6895738998,4.3375621447,5.3846100832
5,1367,,,,15,0,,55,,1,1.0697692242,0.0366883734,1.2808449707,2.7088250946,-4.615120517,1.5333298441,4.0077283641,2.5944858377
5,1371,,22,3,,,,,60,1,0.4696364887,3.0916176619,1.1020078777,4.7375626972,1.2748538674,0.9457767641,4.5098857452,4.0947509837
5,1382,,,,,,70,0,,1,3.0473060326,2.9624417018,-1.879482826,-1.050843468,0.4429435221,4.2489559654,-4.615120517,-1.681856934
5,1385,,,,,,,,,0,-0.218982336,2.1850083613,0.1241534556,-0.353001322,2.0927422862,6.6035575247,1.6337991894,-1.83120227
5,1394,,,,,,,,,0,2.1546334999,-2.528268106,-3.018771375,3.0056240497,1.7079216062,-1.472766732,0.0986418767,-1.701617339
5,1397,,,,,,,,,0,2.2771923725,2.0362232161,3.2386151824,4.0396436471,3.3340786591,-0.89874851,0.8699043105,4.0040873245
5,1400,,,,,50,,,,0,1.6914246481,4.4593333687,4.1122507183,4.2621207738,3.9124150854,5.5942327498,2.9916142377,3.3888318444
5,1420,,,,,,,,,0,1.3150996863,-0.988628333,1.2526605401,2.4411001631,2.5265040577,1.7067399149,3.7703997934,2.5602519504
5,1431,,0,,,,,,,1,0.4390253479,-4.615120517,0.7336907063,-1.885190908,-3.180209985,-2.990913264,-0.169472156,-5.160396322
5,1433,,,,,80,5,,75,1,3.8040893451,3.1419185739,2.2822716375,9.3232659116,4.3826216957,1.6115190786,2.6550523854,4.3180008026
5,1458,,,,,,,,,1,1.2559107649,4.3438821075,5.6654217944,5.9379651153,5.6045117971,8.7560727137,9.519274463,8.0421214153
5,1468,,,,,,,,,0,4.1022293101,5.5807034999,7.5726595964,3.5772711818,3.5363394196,1.9441136725,6.6748086628,6.8935699643
5,1470,,,,,,,,60,1,3.5205773642,4.2949576764,1.6377863492,7.2730231563,0.9427757078,-2.294067885,0.4920491234,4.0947509837
5,1484,,,,,,,,,0,4.2184623109,3.3491107098,1.5706012119,7.5062090627,-0.770297373,2.6082722138,2.0178948082,6.8374014346
5,1487,,,,,,,,95,1,0.8903194651,1.7601917283,5.9740628894,4.5805148395,5.7716332268,2.5475121476,4.0633898611,4.5556297404
5,1509,,15,25,10,25,30,30,,0,6.5405080661,2.7088250946,3.2194020022,2.3036833907,3.2194020022,3.4016667551,3.4016667551,-0.24884533
5,1523,,,,,,0,19,,0,1.8290777669,-0.503266516,2.0456991703,3.6050305421,2.3509692648,-4.615120517,2.9450806218,0.2860905015
5,1530,,,,,,,,,1,5.1845408182,2.3490174064,5.4215805156,2.8910301611,0.783306716,1.8568423203,3.5189710396,-3.060945778
5,1535,,,,,,,,,0,3.9094018692,4.1562723845,4.2727305707,3.1766386926,1.9183812749,5.3372981617,3.1784518892,5.1909681948
5,1541,,,0,,,,,,0,-4.837312242,-4.165260786,-4.615120517,-5.092127859,-5.127669657,-2.863139142,-2.63841296,-1.260946108
5,1562,,,,,,,,40,1,4.7722153223,6.7181906977,2.9023785486,5.8238629259,0.7745172815,1.8487800333,1.3598519221,3.6892892062
5,1569,,,,,,,,,1,5.0962048676,-0.647263487,3.3897566246,3.7600038499,4.2241572912,4.0568945715,4.6112921438,-3.300171593
5,1577,,,,,,,,,0,-0.797038383,0.1106897314,2.8768844683,-0.503832241,-0.469981361,1.666186935,5.0331223591,-3.162971077
5,1584,,50,,,,,,,0,0.9036633847,3.9124150854,2.0016605015,1.3113341112,-1.145350288,0.0451883734,-0.861193027,2.5144341766
5,1604,,,,,,,,,0,1.077847094,-0.641003973,1.8049950247,2.5895059927,1.9603012396,1.1834454956,-0.002636543,1.4460671357
5,1617,,,,,,,,,0,4.7637029906,9.0372180597,1.2181406055,4.140850321,-0.977021571,7.5624358683,3.6119364754,8.2306255712
5,1639,,10,,,,,,,0,-3.203497826,2.3036833907,-1.03208747,3.9649994679,0.7693279679,-0.958625236,0.6742444725,2.8927955355
5,1640,,,,,,,,,0,2.0572454123,4.4204907611,1.4590149723,5.68428736,5.5340499359,6.1024784848,2.4607551129,5.177652601
5,1649,,,,,,,,,0,4.4067901589,4.0532073815,-0.674498967,4.1501463289,5.1953662126,3.8021216299,-0.177068441,-4.48939642
5,1655,,,,,,,,,1,6.37761351,8.0300522069,5.2891752847,4.4310266034,7.0119445507,7.126741851,3.6075278213,8.3772144294
5,1675,,,,,,,,,0,1.7880512971,2.6143669893,1.3360459875,0.5135153938,3.5040866497,2.7152868685,0.4223721387,-1.72509585
5,1678,,,,,,,,,0,1.718426095,-0.837999207,-0.658358421,3.7333782216,1.0559195298,0.2881096466,-0.460899836,5.2928347673
5,1683,,,,,,,,,0,4.7403041489,2.0258751148,-2.488643404,-2.162401493,0.1398368726,2.9357093419,-0.750092545,-0.405566698
5,1690,,,,,,,,,0,2.2777826217,3.0040458837,7.6909429223,0.5410126636,2.7037819593,5.1804718003,3.9613550904,-0.901073622
5,1698,,,,,,,,,0,6.2911269561,4.1852322093,5.9245015692,4.8010067774,4.3763732182,3.3712520189,4.910257475,2.2572982817
5,1724,,,,,,,,,0,1.0858871876,0.9723246125,-0.091350307,6.1501290638,1.0660159938,1.2441158552,1.025402789,2.331635608
5,1728,,,,,,,12,,1,3.472492153,7.0137410094,3.279684426,5.3610264015,2.6392211308,4.9996704669,2.4858425413,9.8211999787
5,1730,,,,,,,,,1,8.8207952941,9.8346721773,12.231872736,6.2173288491,6.8837314325,11.839869064,12.383174225,7.7662414977
5,1736,,,,,,,,,1,3.9009764962,6.6391315058,5.2749710616,4.4038991757,3.4991476555,4.7068080428,4.5671469008,3.2404288495
5,1737,,100,100,100,,,,,1,3.1997896886,4.6151205168,4.6151205168,4.6151205168,2.4693201016,4.8522137357,2.926482496,2.2366040974
5,1747,,,,,,,,,1,4.3514119714,0.2724455499,1.4311413486,2.8993966801,6.8641257098,4.0013928328,4.3062347641,1.082055015
5,1750,,,,,,,,,0,-6.941325163,-1.656077667,-0.576464297,-0.972678349,-1.475895934,-1.75536873,0.0624900791,1.6211355698
5,1752,,,,,,,,,1,7.609463539,7.64644333,4.8415472968,8.9997889911,4.9053447439,8.4013036938,5.6297580832,4.5055636765
5,1753,,,,,,,0,,0,0.7880141508,-4.978615253,-5.385997849,-4.781184667,-0.160506048,-2.656783164,-4.615120517,-3.794898896
5,1755,,,,,,,,,0,7.160665164,5.60953081,3.2335469804,4.3701670242,3.3783243048,5.5332975472,5.6951208855,0.8389923765
5,1756,,,,,,,,,1,0.0430121853,1.1547956395,1.7731229481,2.5769135637,1.6095423595,3.0410581817,-0.13084435,-2.995752672
5,1758,,,,,,,,,0,2.549474594,3.4834721562,-2.669292706,0.5543588597,0.6108535335,-0.926634935,0.2187978596,0.9767134711
5,1772,,,,,,,,,1,4.7287258618,3.784137206,8.786240557,6.2232826505,11.598347084,7.7405014505,8.5020739927,8.5523891357
5,1777,,,,,,,,,0,4.9786839194,3.9858224203,2.8177941362,6.337353223,3.4209754193,0.6738060745,1.8638106884,0.5100451089
5,1788,,2,75,,,,,,1,1.5504329811,0.6981849746,4.3180008026,4.2936463487,0.4145163755,-0.709518834,0.3216351481,-1.083458733
5,1802,,,20,5,20,25,25,15,0,1.7823978405,1.3944094865,2.9963493671,1.6115190786,2.9963493671,3.2194020022,3.2194020022,2.7088250946
5,1803,,,,,,,,,1,5.2724880314,3.6701685152,-0.270079515,5.0748600802,4.4529818394,2.583469973,2.7467836179,6.0245154577
5,1804,,0,,,,,,,0,0.2899092333,-4.615120517,2.6789697663,-1.821959452,1.1590795709,-0.21004115,1.4830603483,-3.454459206
5,1805,,,,,65,60,,,1,3.4528244348,6.3264084343,4.1689408778,2.2982958352,4.174814529,4.0947509837,4.1002715216,1.8442346011
5,1809,,,,30,56,40,15,,1,1.8495836387,3.3130106038,5.0411932316,3.4016667551,4.0257484374,3.6892892062,2.7088250946,3.4624640643
5,1818,,,,,,,,,0,0.0385551194,-2.284168321,-4.029832184,3.6151987226,-2.568545059,-3.812674746,-3.93474718,-2.358424789
5,1824,,,,,,,,,1,2.6272794047,-0.374199186,3.2388085392,4.1648937856,8.0096311962,0.0489422704,3.9701089973,0.2293061815
5,1826,,,,,,,,,1,5.6531853535,7.3993279545,4.5808186326,2.7037208891,0.8349363696,5.5001004905,7.0576701171,5.4270902622
5,1837,,,,,,,,,0,2.5015838235,1.0278330497,4.1985408795,2.4177990219,3.310549329,0.3138420353,2.3163431328,0.351394068
5,1851,,30,30,67,40,60,,,1,0.3816259075,3.4016667551,3.4016667551,4.2051315046,3.6892892062,4.0947509837,2.8611548804,5.3214420575
5,1852,,,,,12,65,30,,1,0.8358288673,3.3833804039,2.5122110777,2.9176957396,2.4858425413,4.174814529,3.4016667551,2.4961777078
5,1853,,20,40,60,,60,,,0,3.5590905343,2.9963493671,3.6892892062,4.0947509837,5.3430596013,4.0947509837,1.6808759005,5.6462208299
5,1864,,,,,,,,,1,-2.771373247,1.0980715253,-1.615594768,2.0752970326,0.4012489029,4.139270127,0.5571844069,5.0489140947
5,1872,,,,,,,,,1,7.3957180631,7.1735722467,2.0332445257,5.8253129664,1.3040597993,7.1931669645,2.0884616513,6.6930794963
5,1882,,,,,,,,,0,5.4151893806,2.8835088487,3.1654260221,6.2494433436,2.8217151163,4.0547642975,4.8170397901,5.3720276232
5,1889,,60,50,40,70,75,35,,1,5.8758698719,4.0947509837,3.9124150854,3.6892892062,4.2489559654,4.3180008026,3.5557808682,3.7127734216
5,1897,,,,,,,,,0,-0.404673674,-4.044779593,1.2405529075,2.8441379085,2.4664231327,-0.554126729,1.6571602314,1.6150400823
5,1902,,,,,,,,,1,1.3411630496,2.52506983,2.0058029195,2.5454323121,7.2757543635,6.9470126371,3.4795788064,6.2668707492
5,1912,,,,,,,,,0,4.1092207173,5.6775824034,6.6431689053,1.0214016445,0.6830070602,5.3639206756,2.5243957208,-1.040408922
5,1914,,,,,,,,,1,4.7999991334,7.2818174253,5.0606243083,8.5113374203,6.3223564985,6.2593698706,7.8312085597,3.8539349792
5,1921,,100,90,100,85,90,90,,1,4.53748885,4.6151205168,4.5008192615,4.6151205168,4.4433862804,4.5008192615,4.5008192615,4.5569631467
5,1922,,40,0,5,,15,,,1,-1.742720104,3.6892892062,-4.615120517,1.6115190786,2.3540325274,2.7088250946,1.0928652647,0.4113676102
5,1924,,,100,100,55,90,75,,1,6.1752880895,2.6399761259,4.6151205168,4.6151205168,4.0077283641,4.5008192615,4.3180008026,0.9361348909
5,1929,,99,99,90,90,90,90,,1,1.0984506319,4.6001576442,4.6001576442,4.5008192615,4.5008192615,4.5008192615,4.5008192615,9.0627756671
5,1937,,60,50,40,30,35,,,0,7.6183656427,4.0947509837,3.9124150854,3.6892892062,3.4016667551,3.5557808682,3.2385743252,1.5033278761
5,1944,,50,50,50,0,50,0,,1,3.2503719623,3.9124150854,3.9124150854,3.9124150854,-4.615120517,3.9124150854,-4.615120517,1.8440947702
5,1950,,,,,,,,,0,1.8943431767,6.567646408,1.6427202141,2.2480384008,0.6534252151,4.859113611,4.3901540298,2.9039504293
5,1954,,,,,,,,,1,0.5216232541,-0.238271697,-0.31802327,0.4220182583,5.1688884551,1.3431439159,2.2215123048,0.3285052378
5,1965,,50,50,75,70,,80,,1,3.6069343762,3.9124150854,3.9124150854,4.3180008026,4.2489559654,6.3372358236,4.3826216957,5.0588457326
5,1966,,,,,,,,,1,-0.420322783,6.1982040288,2.5022497196,2.9346522712,2.3508346373,4.8238602818,5.3855736718,3.8960112793
5,1967,,,,,,,,,1,0.1391698287,1.5754641182,2.3303080641,3.504446561,2.0896026372,2.5974044941,4.0191023837,-0.48521337
5,1972,,,,,,,,,0,5.2788576592,3.8462939201,0.6850015017,5.7763271896,1.9670396675,2.4295642424,3.1322357068,3.4634288035
5,1975,,,,,,,,,0,4.054483544,0.8561281262,6.9235028981,3.1169955041,5.4583006711,4.0910518784,4.2804732509,-0.690993898
5,1976,,20,15,15,,30,,,1,0.2803136616,2.9963493671,2.7088250946,2.7088250946,-2.350713836,3.4016667551,1.9772788495,-0.42348565
5,1980,,,50,66,,,,,1,3.1509537757,1.1563691916,3.9124150854,4.1900875488,0.2440166873,-1.131237661,1.8852091126,-0.507938011
5,1982,,,,,,,,,0,1.3252788491,2.628161038,3.727963344,1.9831120794,1.8575255697,5.5057351764,4.461354061,2.1256787252
5,1985,,,,,,,,,0,0.4595841789,1.7479499646,1.9023257986,3.4886281223,4.8150432831,3.0109317289,2.1576051393,-0.093414758
5,1991,,,,,,,,,1,5.9393970818,8.8822340975,1.4347106301,4.2983315229,-0.194483102,5.8550673438,1.9306030423,5.5821944381
5,1999,,30,,,,,,,1,6.1394565534,3.4016667551,2.8335663503,2.4530297653,0.2065711905,0.6535810863,2.9449046728,1.7774827285
5,2001,,,,,,,,,0,2.7866236359,1.2590092206,3.4613633727,2.483688811,0.2728749932,0.4074990231,3.0143946859,1.6477058409
5,2003,,,,,,,,,0,2.2613898849,1.9236127794,-0.835307243,3.3356910817,0.7638310796,0.1726741943,1.3425045939,2.3849294317
5,2004,,85,50,50,75,50,50,,0,1.7789082565,4.4433862804,3.9124150854,3.9124150854,4.3180008026,3.9124150854,3.9124150854,4.639153413
5,2006,,,,,,,,,1,4.9355673558,3.5396150712,7.0629657776,4.7257781686,6.7392282772,7.8784972693,6.2093866744,6.9591504352
